model,forecast_date,horizon,reference_date,location,source,y_true,median,wis,mae,cov_50,cov_95
mist,2024-03-23,4,2024-04-13,06,flusight,179.0,190.0029296875,33.346366444463314,11.0029296875,True,True
mist,2024-03-30,1,2024-03-30,06,flusight,180.0,360.1457214355469,103.32443409795346,180.14572143554688,True,True
mist,2024-03-30,2,2024-04-06,06,flusight,151.0,249.6923828125,96.73016365382982,98.6923828125,True,True
mist,2024-03-30,3,2024-04-13,06,flusight,179.0,281.6597900390625,113.99589838442596,102.6597900390625,True,True
mist,2024-03-30,4,2024-04-20,06,flusight,157.0,438.88250732421875,158.88413951044498,281.88250732421875,True,True
mist,2024-04-06,1,2024-04-06,06,flusight,151.0,143.5872802734375,42.71710905655571,7.4127197265625,True,True
mist,2024-04-06,2,2024-04-13,06,flusight,179.0,87.9793701171875,53.00255394977072,91.0206298828125,True,True
mist,2024-04-06,3,2024-04-20,06,flusight,157.0,73.1654052734375,50.551455131199056,83.8345947265625,True,True
mist,2024-04-06,4,2024-04-27,06,flusight,156.0,65.76776123046875,54.31127770465353,90.23223876953125,True,True
mist,2024-04-13,1,2024-04-13,06,flusight,179.0,57.01214599609375,62.71290691873302,121.98785400390625,False,True
mist,2024-04-13,2,2024-04-20,06,flusight,157.0,26.78704833984375,57.060779312797216,130.21295166015625,False,True
mist,2024-04-13,3,2024-04-27,06,flusight,156.0,18.9912109375,62.84684952445652,137.0087890625,False,True
mist,2024-04-13,4,2024-05-04,06,flusight,77.0,0.0,35.15824115255605,77.0,True,True
mist,2024-04-20,1,2024-04-20,06,flusight,157.0,81.43905639648438,39.30697875976563,75.56094360351562,True,True
mist,2024-04-20,2,2024-04-27,06,flusight,156.0,71.28695678710938,43.41298403532608,84.71304321289062,True,True
mist,2024-04-20,3,2024-05-04,06,flusight,77.0,56.46923828125,22.574229975161348,20.53076171875,True,True
mist,2024-04-20,4,2024-05-11,06,flusight,49.0,30.97503662109375,22.557943247919496,18.02496337890625,True,True
mist,2024-04-27,1,2024-04-27,06,flusight,156.0,70.89309692382812,42.05161471159562,85.10690307617188,False,True
mist,2024-04-27,2,2024-05-04,06,flusight,77.0,63.360198974609375,21.262878338357677,13.639801025390625,True,True
mist,2024-04-27,3,2024-05-11,06,flusight,49.0,52.235260009765625,16.668415898862094,3.235260009765625,True,True
mist,2024-04-27,4,2024-05-18,06,flusight,57.0,28.1820068359375,19.76111036217731,28.8179931640625,True,True
mist,2023-11-04,1,2023-11-04,36,flusight,56.0,64.11742401123047,7.16100763818492,8.117424011230469,True,True
mist,2023-11-04,2,2023-11-11,36,flusight,88.0,87.38703918457031,10.036647905266802,0.6129608154296875,True,True
mist,2023-11-04,3,2023-11-18,36,flusight,123.0,114.1164779663086,14.77125614415044,8.883522033691406,True,True
mist,2023-11-04,4,2023-11-25,36,flusight,176.0,136.21063232421875,24.95481927042422,39.78936767578125,True,True
mist,2023-11-11,1,2023-11-11,36,flusight,88.0,90.44010925292969,8.10946380449378,2.4401092529296875,True,True
mist,2023-11-11,2,2023-11-18,36,flusight,123.0,132.43984985351562,15.40701691088469,9.439849853515625,True,True
mist,2023-11-11,3,2023-11-25,36,flusight,176.0,180.6841278076172,21.750252688864006,4.6841278076171875,True,True
mist,2023-11-11,4,2023-12-02,36,flusight,338.0,204.227294921875,59.25813602530438,133.772705078125,False,True
mist,2023-11-18,1,2023-11-18,36,flusight,123.0,122.13471984863281,11.189257643326469,0.8652801513671875,True,True
mist,2023-11-18,2,2023-11-25,36,flusight,176.0,181.4260711669922,20.418952579498292,5.4260711669921875,True,True
mist,2023-11-18,3,2023-12-02,36,flusight,338.0,245.0038299560547,49.653813945936115,92.99617004394531,True,True
mist,2023-11-18,4,2023-12-09,36,flusight,501.0,275.3044738769531,100.88911700373112,225.69552612304688,False,True
mist,2023-11-25,1,2023-11-25,36,flusight,176.0,164.66360473632812,16.344297231591266,11.336395263671875,True,True
mist,2023-11-25,2,2023-12-02,36,flusight,338.0,247.65467834472656,48.30555480459462,90.34532165527344,True,True
mist,2023-11-25,3,2023-12-09,36,flusight,501.0,335.69158935546875,86.45381942251456,165.30841064453125,False,True
mist,2023-11-25,4,2023-12-16,36,flusight,743.0,375.6449279785156,169.76850959114407,367.3550720214844,False,True
